"msg_117","transaksi gagal tapi duit udh kepotong bangsat"
"msg_355","akun di suspend tiba2 padahal baru top up 1jt"
"msg_301","fitur cicilan 0% masih ada ga min?"
"msg_516","limit transfer gopay berapa sih maksimal"
"msg_331","min request fitur split bill dong"
"msg_184","transaksi gagal tapi duit udh kepotong bangsat"
"msg_378","AKUN SUSPEND TANPA ALASAN JELAS TOLONG!!!"
"msg_008","GOBLOK LU APLIKASI BANGSATT!!!!!!"
"msg_480","aplikasi sering error kecewa bgt"
"msg_415","URGENT BANGET NIH TRANSAKSI NYANGKUT 4JT"
"msg_239","bisa ga top up pake virtual account"
"msg_049","top up gagal tapi rekening kepotong tai"
"msg_045","anj nih gpey error mulu refund kapan masuk kontol"
"msg_405","URGENT!!! saldo 3jt ga bisa dipake akun error"
"msg_292","bisa ga top up pake virtual account"
"msg_103","transaksi gagal tapi duit udh kepotong bangsat"
"msg_403","uang nyangkut 1.5jt transaksi gagal urgent min"
"msg_222","bisa ga sih naikin limit gw"
"msg_264","cara cancel transaksi pending gimana"
"msg_164","SALDO GW KEPOTONG ANJING!!!! REFUND KAPAN???....."
"msg_372","URGENT!!! saldo 3jt ga bisa dipake akun error"
"msg_499","aplikasi sering error kecewa bgt!!!!!"
"msg_178","top up gagal tapi rekening kepotong tai"
"msg_329","  kalo mau upgrade limit harus gimana  "
"msg_240","min mau tanya limit gopaylater kok ga naik2 ya"
"msg_243","limit transfer gopay berapa sih maksimal"
"msg_207","cara top up gopay gimana sih"
"msg_077","top up gagal tapi rekening kepotong tai"
"msg_274","  fitur cicilan 0% masih ada ga min?  "
"msg_521","  transaksi gagal tapi duit udh kepotong bangsat  "
"msg_482","  aplikasi sering error kecewa bgt  "
"msg_252","  min request fitur split bill dong  "
"msg_407","URGENT!!! saldo 3jt ga bisa dipake akun error"
"msg_216","cara top up gopay gimana sih"
"msg_246","min mau tanya limit gopaylater kok ga naik2 ya"
"msg_104","GOBLOK LU APLIKASI BANGSATT!!!!!!!!!!!"
"msg_437","urgent banget nih transaksi nyangkut 4jt"
"msg_265","bisa ga top up pake virtual account"
"msg_083","  SALDO GW KEPOTONG ANJING!!!! REFUND KAPAN???  "
"msg_138","anj nih gpey error mulu refund kapan masuk kontol 😡"
"msg_251","  min mau tanya limit gopaylater kok ga naik2 ya  "
"msg_023","  transaksi gagal tapi duit udh kepotong bangsat  "
"msg_410","  tolong akun gw di banned ga bisa login urgent  "
"msg_017","SALDO GW KEPOTONG ANJING!!!! REFUND KAPAN???"
"msg_110","transaksi pending terus uang nyangkut bangsat....."
"msg_511","saldo ilang 500rb ga ada notif apa2 tolol"
"msg_468","top up cepet banget makasih gopay"
"msg_460","thanks min udh dibantu refund nya masuk"
"msg_418","AKUN KENA SUSPEND UANG DALEM NYA GIMANA"
"msg_254","MIN REQUEST FITUR SPLIT BILL DONG"
"msg_002","saldo ilang 500rb ga ada notif apa2 tolol???"
"msg_359","tolong akun gw di banned ga bisa login urgent"
"msg_323","gopay sama ovo bagusan mana ya!!!"
"msg_198","REFUND GW MANA KONTOL UDAH SEMINGGU"
"msg_502","akun di suspend tiba2 padahal baru top up 1jt"
"msg_305","fitur cicilan 0% masih ada ga min?"
"msg_376","tolong akun gw di banned ga bisa login urgent"
"msg_107","top up gagal tapi rekening kepotong tai ⁉️"
"msg_192","anj nih gpey error mulu refund kapan masuk kontol"
"msg_183","GOBLOK LU APLIKASI BANGSATT!!!!!!"
"msg_006","transaksi gagal tapi duit udh kepotong bangsat??????"
"msg_063","anj nih gpey error mulu refund kapan masuk kontol"
"msg_417","  uang nyangkut 1.5jt transaksi gagal urgent min  "
"msg_188","top up gagal tapi rekening kepotong tai"
"msg_163","anj nih gpey error mulu refund kapan masuk kontol"
"msg_072","anj nih gpey error mulu refund kapan masuk kontol"
"msg_350","kalo mau upgrade limit harus gimana"
"msg_299","cara top up gopay gimana sih!!!!!"
"msg_200","saldo ilang 500rb ga ada notif apa2 tolol"
"msg_520","min request fitur split bill dong"
"msg_357","uang nyangkut 1.5jt transaksi gagal urgent min"
"msg_432","AKUN GW SUSPEND PADAHAL GA NGAPA2IN!!!"
"msg_066","udh 3 hari refund ga masuk2 brengsek"
"msg_413","AKUN KENA SUSPEND UANG DALEM NYA GIMANA"
"msg_527","cara top up gopay gimana sih"
"msg_064","REFUND GW MANA KONTOL UDAH SEMINGGU"
"msg_185","udh 3 hari refund ga masuk2 brengsek"
"msg_009","REFUND GW MANA KONTOL UDAH SEMINGGU"
"msg_332","bisa ga top up pake virtual account??????"
"msg_268","cara top up gopay gimana sih"
"msg_364","akun di suspend tiba2 padahal baru top up 1jt"
"msg_517","udh 3 hari refund ga masuk2 brengsek"
"msg_452","aplikasi makin lama makin jelek aja"
"msg_242","min request fitur split bill dong"
"msg_122","top up gagal tapi rekening kepotong tai"
"msg_173","REFUND GW MANA KONTOL UDAH SEMINGGU"
"msg_471","top up cepet banget makasih gopay"
"msg_201","bisa ga top up pake virtual account"
"msg_068","saldo tiba2 berkurang sendiri aplikasi sampah"
"msg_277","bisa ga top up pake virtual account"
"msg_392","akun di suspend tiba2 padahal baru top up 1jt"
"msg_447","uang nyangkut 1.5jt transaksi gagal urgent min"
"msg_028","udh 3 hari refund ga masuk2 brengsek....."
"msg_423","URGENT!!! saldo 3jt ga bisa dipake akun error"
"msg_003","transaksi gagal tapi duit udh kepotong bangsat"
"msg_120","saldo tiba2 berkurang sendiri aplikasi sampah??????"
"msg_001","  transaksi gagal tapi duit udh kepotong bangsat  "
"msg_318","min mau tanya limit gopaylater kok ga naik2 ya"
"msg_196","udh 3 hari refund ga masuk2 brengsek"
"msg_396","urgent banget nih transaksi nyangkut 4jt"
"msg_316","  kalo mau upgrade limit harus gimana  "
"msg_279","  gopay sama ovo bagusan mana ya  "
"msg_248","cara cancel transaksi pending gimana"
"msg_154","anj nih gpey error mulu refund kapan masuk kontol"
"msg_458","aplikasi sering error kecewa bgt???"
"msg_496","thanks min udh dibantu refund nya masuk"
"msg_205","fitur cicilan 0% masih ada ga min?"
"msg_018","  REFUND GW MANA KONTOL UDAH SEMINGGU  "
"msg_019","  top up gagal tapi rekening kepotong tai  "
"msg_532","REFUND GW MANA KONTOL UDAH SEMINGGU"
"msg_461","APLIKASI MAKIN LAMA MAKIN JELEK AJA"
"msg_084","SALDO GW KEPOTONG ANJING!!!! REFUND KAPAN???!!!"
"msg_092","top up gagal tapi rekening kepotong tai"
"msg_152","anj nih gpey error mulu refund kapan masuk kontol"
"msg_013","udh 3 hari refund ga masuk2 brengsek 🤬"
"msg_404","uang nyangkut 1.5jt transaksi gagal urgent min"
"msg_416","  uang nyangkut 1.5jt transaksi gagal urgent min  "
"msg_300","cara cancel transaksi pending gimana"
"msg_123","saldo tiba2 berkurang sendiri aplikasi sampah"
"msg_473","disappointed with the service lately"
"msg_366","uang nyangkut 1.5jt transaksi gagal urgent min"
"msg_031","anj nih gpey error mulu refund kapan masuk kontol"
"msg_048","top up gagal tapi rekening kepotong tai"
"msg_148","saldo ilang 500rb ga ada notif apa2 tolol!!!!!"
"msg_051","REFUND GW MANA KONTOL UDAH SEMINGGU"
"msg_128","saldo tiba2 berkurang sendiri aplikasi sampah"
"msg_508","transaksi gagal tapi duit udh kepotong bangsat"
"msg_007","  saldo tiba2 berkurang sendiri aplikasi sampah  "
"msg_352","akun di suspend tiba2 padahal baru top up 1jt"
